::1 - - [28/Sep/2021:17:02:57 +0200] "GET / HTTP/1.1" 200 1765
::1 - - [28/Sep/2021:17:03:04 +0200] "GET /favicon.ico HTTP/1.1" 404 196
::1 - - [28/Sep/2021:17:03:11 +0200] "GET /phpmyadmin/ HTTP/1.1" 403 199
::1 - - [28/Sep/2021:17:04:11 +0200] "-" 408 -
::1 - - [28/Sep/2021:17:09:27 +0200] "GET /phpmyadmin/ HTTP/1.1" 200 4752
::1 - - [28/Sep/2021:17:09:31 +0200] "GET /phpmyadmin/themes/pmahomme/jquery/jquery-ui.css HTTP/1.1" 200 36566
::1 - - [28/Sep/2021:17:09:31 +0200] "GET /phpmyadmin/js/vendor/codemirror/lib/codemirror.css?v=5.1.1 HTTP/1.1" 200 8722
::1 - - [28/Sep/2021:17:09:31 +0200] "GET /phpmyadmin/js/vendor/codemirror/addon/hint/show-hint.css?v=5.1.1 HTTP/1.1" 200 623
::1 - - [28/Sep/2021:17:09:31 +0200] "GET /phpmyadmin/themes/pmahomme/css/theme.css?v=5.1.1&nocache=2034234446ltr&server=1 HTTP/1.1" 200 214799
::1 - - [28/Sep/2021:17:09:31 +0200] "GET /phpmyadmin/js/vendor/sprintf.js?v=5.1.1 HTTP/1.1" 200 7409
::1 - - [28/Sep/2021:17:09:31 +0200] "GET /phpmyadmin/js/vendor/jquery/jquery-migrate.js?v=5.1.1 HTTP/1.1" 200 25300
::1 - - [28/Sep/2021:17:09:31 +0200] "GET /phpmyadmin/js/dist/ajax.js?v=5.1.1 HTTP/1.1" 200 31313
::1 - - [28/Sep/2021:17:09:31 +0200] "GET /phpmyadmin/js/vendor/codemirror/addon/lint/lint.css?v=5.1.1 HTTP/1.1" 200 2878
::1 - - [28/Sep/2021:17:09:31 +0200] "GET /phpmyadmin/js/vendor/jquery/jquery.min.js?v=5.1.1 HTTP/1.1" 200 89476
::1 - - [28/Sep/2021:17:09:31 +0200] "GET /phpmyadmin/js/dist/keyhandler.js?v=5.1.1 HTTP/1.1" 200 3003
::1 - - [28/Sep/2021:17:09:31 +0200] "GET /phpmyadmin/js/vendor/js.cookie.js?v=5.1.1 HTTP/1.1" 200 3883
::1 - - [28/Sep/2021:17:09:31 +0200] "GET /phpmyadmin/js/vendor/jquery/jquery.mousewheel.js?v=5.1.1 HTTP/1.1" 200 8267
::1 - - [28/Sep/2021:17:09:31 +0200] "GET /phpmyadmin/js/vendor/bootstrap/bootstrap.bundle.min.js?v=5.1.1 HTTP/1.1" 200 84152
::1 - - [28/Sep/2021:17:09:31 +0200] "GET /phpmyadmin/js/vendor/jquery/jquery-ui.min.js?v=5.1.1 HTTP/1.1" 200 253669
::1 - - [28/Sep/2021:17:09:31 +0200] "GET /phpmyadmin/js/vendor/jquery/jquery.debounce-1.0.6.js?v=5.1.1 HTTP/1.1" 200 1608
::1 - - [28/Sep/2021:17:09:31 +0200] "GET /phpmyadmin/js/vendor/jquery/jquery.ba-hashchange-2.0.js?v=5.1.1 HTTP/1.1" 200 10505
::1 - - [28/Sep/2021:17:09:31 +0200] "GET /phpmyadmin/js/vendor/jquery/jquery.validate.js?v=5.1.1 HTTP/1.1" 200 50963
::1 - - [28/Sep/2021:17:09:31 +0200] "GET /phpmyadmin/js/vendor/jquery/jquery-ui-timepicker-addon.js?v=5.1.1 HTTP/1.1" 200 78475
::1 - - [28/Sep/2021:17:09:32 +0200] "GET /phpmyadmin/js/dist/menu_resizer.js?v=5.1.1 HTTP/1.1" 200 5644
::1 - - [28/Sep/2021:17:09:32 +0200] "GET /phpmyadmin/js/dist/cross_framing_protection.js?v=5.1.1 HTTP/1.1" 200 419
::1 - - [28/Sep/2021:17:09:32 +0200] "GET /phpmyadmin/js/dist/rte.js?v=5.1.1 HTTP/1.1" 200 40074
::1 - - [28/Sep/2021:17:09:32 +0200] "GET /phpmyadmin/js/dist/doclinks.js?v=5.1.1 HTTP/1.1" 200 18275
::1 - - [28/Sep/2021:17:09:32 +0200] "GET /phpmyadmin/js/dist/navigation.js?v=5.1.1 HTTP/1.1" 200 54678
::1 - - [28/Sep/2021:17:09:32 +0200] "GET /phpmyadmin/js/dist/config.js?v=5.1.1 HTTP/1.1" 200 24956
::1 - - [28/Sep/2021:17:09:32 +0200] "GET /phpmyadmin/js/dist/error_report.js?v=5.1.1 HTTP/1.1" 200 9621
::1 - - [28/Sep/2021:17:09:32 +0200] "GET /phpmyadmin/js/dist/functions.js?v=5.1.1 HTTP/1.1" 200 160967
::1 - - [28/Sep/2021:17:09:32 +0200] "GET /phpmyadmin/js/dist/page_settings.js?v=5.1.1 HTTP/1.1" 200 1568
::1 - - [28/Sep/2021:17:09:32 +0200] "GET /phpmyadmin/js/vendor/tracekit.js?v=5.1.1 HTTP/1.1" 200 45389
::1 - - [28/Sep/2021:17:09:32 +0200] "GET /phpmyadmin/js/dist/common.js?v=5.1.1 HTTP/1.1" 200 4367
::1 - - [28/Sep/2021:17:09:32 +0200] "GET /phpmyadmin/js/dist/indexes.js?v=5.1.1 HTTP/1.1" 200 26344
::1 - - [28/Sep/2021:17:09:32 +0200] "GET /phpmyadmin/js/messages.php?l=es&v=5.1.1 HTTP/1.1" 200 8988
::1 - - [28/Sep/2021:17:09:32 +0200] "GET /phpmyadmin/js/dist/shortcuts_handler.js?v=5.1.1 HTTP/1.1" 200 3326
::1 - - [28/Sep/2021:17:09:32 +0200] "GET /phpmyadmin/js/dist/drag_drop_import.js?v=5.1.1 HTTP/1.1" 200 12308
::1 - - [28/Sep/2021:17:09:32 +0200] "GET /phpmyadmin/js/vendor/codemirror/addon/runmode/runmode.js?v=5.1.1 HTTP/1.1" 200 2773
::1 - - [28/Sep/2021:17:09:32 +0200] "GET /phpmyadmin/js/vendor/codemirror/mode/sql/sql.js?v=5.1.1 HTTP/1.1" 200 47998
::1 - - [28/Sep/2021:17:09:32 +0200] "GET /phpmyadmin/js/vendor/codemirror/addon/hint/show-hint.js?v=5.1.1 HTTP/1.1" 200 19089
::1 - - [28/Sep/2021:17:09:32 +0200] "GET /phpmyadmin/js/vendor/codemirror/addon/hint/sql-hint.js?v=5.1.1 HTTP/1.1" 200 9604
::1 - - [28/Sep/2021:17:09:32 +0200] "GET /phpmyadmin/js/vendor/codemirror/addon/lint/lint.js?v=5.1.1 HTTP/1.1" 200 9125
